TWEETID		DATE	TWEET	USERID	ACTIVIT0 (0/1/0)	ACTIVITY	POS tag	CORRECT			
22795758879	vanavond	2010-09-02 13:00:00	@marvinblommers Nee, moet er vanavond ff naar zoeken. Had er een gevonden, maar geen tijd :P	46696955	1						
22800225809	vanavond	2010-09-02 14:00:00	Door alle hectiek in Den Haag zou je bijna vergeten dat lokaal het politieke werk gaat beginnen. Vanavond eerste raadsvergadering na reces!!	169884830	0	raadsvergadering reces	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	0.25			
22800237818	vanavond	2010-09-02 14:00:00	muffins maken voor de meisjes. gelukkig is m'n kamer schoon. vanavond doen we ouderwets Blanes.	144564397	0	ouderwets blanes	ADJ(vrij,basis,zonder) N(soort,mv,basis)	0.5			
22800250836	vanavond	2010-09-02 14:00:00	@ErikLuyten maakt niet uit, ik zit vanavond ook weer op kantoor, hoewel ik deze keer ga proberen voor 22u naar huis te gaan.	7167342	0	 kantoor	[u'N(soort,ev,basis,onz,stan)']	0.5			
22800251262	vanavond	2010-09-02 14:00:00	net terug van de stad, wat ga ik eens doen ? vanavond iig om half 9 werken...	108907983	0	iig half	N(soort,ev,basis,zijd,stan) ADJ(prenom,basis,zonder)	0			
22800254560	vanavond	2010-09-02 14:00:00	@KirstenVonk Nauwelijks, but I keep on trying.. ;-) Nog een idee wat te eten vanavond want ook dat is lastig...	168208233	1						
22805131883	vanavond	2010-09-02 15:00:00	zo weer terug van movie world, was wel leuk:) rustig avondje vanavond	69320795	1						
22805135104	vanavond	2010-09-02 15:00:00	Vanavond ben ik te zien bij Timboektoe http://tros.nl/timboektoe/over_het_programmaop nl 1 om 19.00. Ik speel voor stichting B!nk.	24560153	0	timboektoe nl 19.00	N(soort,ev,basis,zijd,stan) SPEC(afk) SPEC(symb)	0			
22805138920	vanavond	2010-09-02 15:00:00	Jahaaaa! Vanavond de één na laatste donderdag met livemuziek in 't Slik. Flat Out en Big Shampoo husselen en je krijgt: Flat Shampoo.	85046753	1						
22805146401	vanavond	2010-09-02 15:00:00	mennn we gaan vanavond pas om 8 uur uiteten en ik heb nu al honger..	130875327	0	uiteten honger	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0.25			
22805147713	vanavond	2010-09-02 15:00:00	@joooooyx hihi jaa, wacht als we vanavond even goed afspreken op msn, ik en saskia moeten wel trainen dus rond 8 uur op msn afspreken?	124706716	0	goed afspreken	ADJ(vrij,basis,zonder) WW(inf,vrij,zonder)	1			
22810024625	vanavond	2010-09-02 16:00:00	vanavond begint het nieuwe seizoen van Expeditie Robinson. Zin in!!	50624993	1						
22810027636	vanavond	2010-09-02 16:00:00	Vanavond naar de optocht in Sint Nyk, het hoogtepunt van het jaar daar :p.	80796084	0	naar optocht	VZ(init) N(soort,ev,basis,zijd,stan)	1			
22810028736	vanavond	2010-09-02 16:00:00	en ik ga vanavond naar buiten .	74719500	0	 naar_buiten .	[u'VZ(init)_VZ(fin)']	1			
22810030445	vanavond	2010-09-02 16:00:00	vanavond vergadering bij de gouwen om 20.00 uur iz mogelijkheden toekomst tennispark!	106752943	1						
22810038413	vanavond	2010-09-02 16:00:00	@gasolinebrother Ja, op stortemelk. Maar wel pas vanaf morgen, dus vanavond slaap ik onder een brug ofzo. :-)	8160822	0	 slaap brug .	[u'N(soort,ev,basis,zijd,stan)', u'N(soort,ev,basis,zijd,stan)']	0.5			
22814556063	vanavond	2010-09-02 17:00:00	Me2.. Maar dan ook HEEL vroeg! RT @Makkie2: Ik ga heel vroeg slapen vanavond!	81925518	0	vroeg slapen	ADJ(vrij,basis,zonder) WW(inf,vrij,zonder)	1			
22814558473	vanavond	2010-09-02 17:00:00	en wat duik ik vanavond vroeg mijn bedje in zeg... het is weer ff mooi geweest met laat naar bed gaan @ thuis, etten-leur	45537022	0	duik vroeg bedje zeg	N(soort,ev,basis,zijd,stan) WW(pv,verl,ev) N(soort,ev,dim,onz,stan) WW(pv,tgw,ev)	0			
22814593203	vanavond	2010-09-02 17:00:00	Vanavond mijn krullenbol weer eens zien. Hoop dat ik de weg nog weet ;)	140402436	0	krullenbol zien	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22814600110	vanavond	2010-09-02 17:00:00	@JokeGls en vanavond ook goed weer!!! Veel plezier!	84144519	1						
22814602568	vanavond	2010-09-02 17:00:00	Vanavond om 10 uur 8 platte Hagenezen die naar Kreta op vakantie gaan, onder de naam 'Oh oh Cherso'. Proletentv maar onmisbaar denk ik #rtl5	45798018	1						
22818671661	vanavond	2010-09-02 18:00:00	RT @clubaway: Vergeet niet: Club Away vanavond!!!! Wie is de dj van vanavond: http://dld.bz/sFmb #Tilburg #uitgaan #club #uitintilburg	22247937	1						
22818672156	vanavond	2010-09-02 18:00:00	Vanavond Oh Oh Cherso kijken, moet toch een beetje inburgeren  Schoonpa komt ook even bakje koffie drinken, wordt de Senseo ook nog eens	86539753	0	cherso kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22818718337	vanavond	2010-09-02 18:00:00	Even een powernap en dan vanavond maar weer eens een kijkje in de stad nemen!	51433250	0	stad nemen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22818735147	vanavond	2010-09-02 18:01:00	Vanavond ook leuk gesprek gehad met opdrachtgever @best4umedia gehad. 2011 beloofd weer drukker te worden. Kom maar op zou ik zeggen!	39712770	1						
22818753844	vanavond	2010-09-02 18:01:00	Vorige week vierden we voor het laatst het vrije leven, vanavond dan maar op het gebonden leven?... #altijdietstevieren op naar den haag	130807217	1						
22872370336	vanavond	2010-09-03 09:00:00	@berrywijnen komt goed!! nog tips waar heen te gaan...nu de Luz dicht is. vnvnd opening 'Kitsch' en 'roze koek' verder geen idee where to go	26202964	1						
22872372826	vanavond	2010-09-03 09:00:00	"Vanavond zooitje van Ka zn collega's op bezoek. Allemaal vrouwonvriendelijke havenwerkers. Ik zeg \gezellig\""...."""	66948109	0	collegas bezoek	SPEC(vreemd) N(soort,ev,basis,onz,stan)	0.5			
22872376074	vanavond	2010-09-03 09:00:00	RT @ConDorleone @timvos2 eej man ging jij nou naar annemiek vanavond of..? • Uhm, ik weet nog niet ouwe, misschien ga ik naar m'n oom..	175157333	1						
22872377176	vanavond	2010-09-03 09:00:00	Apple released iOs4.1 met een #iPhone 3G fix waardoor hij weer goed snel wordt :) vanavond 6 september als het goed is	33668635	1						
22872378950	vanavond	2010-09-03 09:00:00	RT @Inzz_: Werken @ DHVC... Vanavond na mijn werk ff de stad in..?? ++ Moette ge doen ja!	40299186	1						
22874791442	vanavond	2010-09-03 10:00:00	Ik heb best honger maarja kmoet nog tot vanavond 8	160497559	1						
22874792958	vanavond	2010-09-03 10:00:00	Straks vanuit huis verder werken aan presentatie en vanavond #gezellig happie/sappie met collega's in www.restaurantsumo.com	29195940	0	werken presentatie	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0			
22874800429	vanavond	2010-09-03 10:00:00	'k Dacht dat ik vanavond naar BOO! moest, maar dat is pas volgende week #013. Dan maar een rondje op de fiets vanavond.	19080854	0	boorondje fiets	N(soort,ev,dim,onz,stan) N(soort,ev,basis,zijd,stan)	0			
22874810565	vanavond	2010-09-03 10:00:00	@Namrepus Nee, vanavond naar het Piratenfestival! #wapenveld	82681402	0	naar piratenfestival	VZ(init) N(soort,ev,basis,zijd,stan)	1			
22874822012	vanavond	2010-09-03 10:00:00	Hmm lekker gegeten! Kk veel over 5 minute heb ik nl en dan wiskunde en dan weer lekker vroeg uit, vanavond gezellie opstap @kazerne!	148682824	0	gezellie opstap	ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)	1			
22877584687	vanavond	2010-09-03 11:00:00	@robvrooijen stuur je vanavond zaken door voor de website.	123353506	1						
22877586385	vanavond	2010-09-03 11:00:00	Iemand kaartje kopen voor vanavond van marco v in hees wijk?	85662354	1						
22877591459	vanavond	2010-09-03 11:00:00	Jaja, vanavond naar Massive Attack in Antwerpen. Op Lowlands maar de helft van hun geweldige show gezien #keuzesmaken	89142663	0	naar massive	VZ(init) SPEC(vreemd)	0			
22877603331	vanavond	2010-09-03 11:00:00	RT @JolieJacobs: Zin om verrast te worden?Vanavond van 0.00 en 01.30 uur Radio 1.Victor Muller over Bambi, Italie, Oma,Vogels, Spyker en ...	99079536	1						
22877603799	vanavond	2010-09-03 11:00:00	http://twitvid.com/ZUM7R - Monteren in de studio voor @weekvanweijers! Wordt top! vanavond 20:20 uur KRO Ned. 3 #tvlab #dwvw	45648099	1						
22880811350	vanavond	2010-09-03 12:00:00	Yes vanavond citylife met mijn lieve zusje en lexxos zin daar in @ nottt.	181962093	0	zusje lexxos	N(soort,ev,dim,onz,stan) SPEC(vreemd)	0			
22880816278	vanavond	2010-09-03 12:00:00	Klaar met school, nu ( Shower, Tandarts , chilling enz v dan zien wat er vanavond gaat gebeuren xd	150419514	1						
22880826786	vanavond	2010-09-03 12:00:00	vanavond feestje bij mij thuis voor me mattie en me niewe schattie   @ THUIS DE HOOFD STUDIO HOME	116879538	0	niewe schattie	ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)	0			
22880836839	vanavond	2010-09-03 12:00:00	Vanavond weer een nieuwe editie van Weekend SNF. Zet je radio dus weer hardddd na 19:00!	142390688	1						
22880841651	vanavond	2010-09-03 12:00:00	De herinrichting v d schoolomgeving Bredascheweg Gem. Ravels zijn eerder klaar dan verwacht, de bredascheweg word vanavond reeds opengesteld	41381296	1						
22884702122	vanavond	2010-09-03 13:00:00	Zo het is weekend :D Zo naar de buren voorbereidingen treffen, want vanavond buurt bbq! =D	113141175	0	 buurt bbq	[u'N(soort,ev,basis,zijd,stan)', u'N(soort,ev,basis,zijd,stan)']	1			
22884730323	vanavond	2010-09-03 13:00:00	@TristanNu Wat ga jij vanavond doen?	111006843	1						
22884732424	vanavond	2010-09-03 13:00:00	@willdekeunink andere keer ga ik wel mee, maar vanavond niet ^^	27410827	1						
22884741235	vanavond	2010-09-03 13:00:00	Klaar met school voor deze week. Nu even kijken wat ik over anderhalfuur ga eten, vanavond weer lekker lang werken.! yeaah! :)	68390091	0	lang werken	ADJ(vrij,basis,zonder) WW(inf,vrij,zonder)	1			
22884744610	vanavond	2010-09-03 13:00:00	even de tijd doden op de zaak. Iedereen weg of schoonmaken. Vanavond bruiloft van collega. Slapen tegen de tap na een ochtenddienst.	144605595	0	 bruiloft collega	[u'N(soort,ev,basis,zijd,stan)', u'N(soort,ev,basis,zijd,stan)']	1			
22889236230	vanavond	2010-09-03 14:00:00	eindelikk klaar met werken zo chille en vanavond perty	145805909	0	werken chille	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0			
22889238124	vanavond	2010-09-03 14:00:00	Hmm ik hoed alleen nog ak voor maandag, doe ik vanavond wel.	130175939	1						
22889241199	vanavond	2010-09-03 14:00:00	dalijk nog wel focking bijles, maar vanavond met mn leukies. eindelijk danny weer zien!	157759683	0	 leukies	[u'N(soort,mv,basis)']	0.5			
22889250244	vanavond	2010-09-03 14:00:00	Zo maar een training maken voor vanavond D3. Ik moet ze maar eens verschrikkelijk afknijpen.	114009715	1						
22889253747	vanavond	2010-09-03 14:00:00	@jeltenieuwhuis oh, goed plan, scheelt een boel tijd, tot vanavond.	15980064	1						
22894195934	vanavond	2010-09-03 15:00:00	#h Vanavond naar @Jorwert_ItFeest Hopen op goed weer. #Jorwert	97614259	0	naar jorwert_itfeest	VZ(init) N(soort,ev,basis,onz,stan)	1			
22894198904	vanavond	2010-09-03 15:00:00	RT @SuspeciousStarr: RT @Speciall_Kidd: Maar kga een film kijken voor wat afleiding aha, check me vanavond // AHAHA // Poes	108093668	1						
22894200896	vanavond	2010-09-03 15:00:00	@LauraSeijger  viert dat ze om 24 uur vanavond precies een jaar verkering heeft ... komen jullie ook ? :D	24147143	1						
22894201000	vanavond	2010-09-03 15:00:00	Inmiddels is het 5 uur, heeft mijn moeder de oven volgestopt met een ovenschotel, en kan ik mijn cake vanavond pas bakken. Whaha.	27649370	0	cake bakken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
22894201625	vanavond	2010-09-03 15:00:00	@puuutz hij is zooooo vet!! ik ga wel een keertje bij je achterop hè? haha! heel veel plezier vanavond! & misschien zien we elkaar nog!	48381608	1						
22899250704	vanavond	2010-09-03 16:00:00	@TijsvandenBrink Dat wordt nog even bikkelen dus voor vanavond. Hele programma omgooien. Succes ermee.	21204039	1						
22899251124	vanavond	2010-09-03 16:00:00	@cornaldm Heej jij ook veel plezier vanavond..ik ga zondag naar Utrecht.#WWRY	68107929	1						
22899282119	vanavond	2010-09-03 16:00:00	@utcagio nope, maar vind dit wel goed nieuws opzich.. Hoelaat ga jij vanavond?	71102580	1						
22899285485	vanavond	2010-09-03 16:00:00	LOL.. Linda, Roos en Jessica met Ademnood door de speakers.. voorproefje voor muziek van vanavond ! #fouteninetiesmuziek	175423230	1						
22899288703	vanavond	2010-09-03 16:00:00	godverdomme ik wou dat ik vanavond naar total loss kon	177312184	1						
22904079220	vanavond	2010-09-03 17:00:00	@xirislouise ik mag niet naar je huis vanavond kankerruzie hierzo lekkerbeau	115418251	1						
22904090896	vanavond	2010-09-03 17:00:00	RT @DayenneZ: RT @SODMGLesje: Vanavond toch naar jammy?« Jaa »ga jij?	104967884	1						
22904094263	vanavond	2010-09-03 17:00:00	@hajodevries zitten bij sasalounge in haven even hapje eten. Veel plezier vanavond	54648832	1						
22904102253	vanavond	2010-09-03 17:00:00	RT @Iszdest: Vanavond eten bij @ibbbbi zijn mams fixt de lekkerste turkse pizza's ever! http://myloc.me/bqmIa	125141578	0	iszdest eten	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
22904118691	vanavond	2010-09-03 17:00:00	@robertvlienden trouwens aan de twitter. Dat word vanavond dus weer foto's op de twitter ^^	30639263	1						
22908392029	vanavond	2010-09-03 18:00:00	@pauldeleeuw: jammer dat ik vanavond niet in de studio kan zijn. Is de repetitie van mijn covertekst van Ilse goed gegaan?	89668314	1						
22908393673	vanavond	2010-09-03 18:00:00	Nu dan maar even twilight  afkijken. Wie weet vanavond Eclipse en New Moon als ik het dan nog aankan.	14333169	1						
22908395486	vanavond	2010-09-03 18:00:00	vanavond is een hinderlijk woord om te typen ..	124734009	1						
22908396790	vanavond	2010-09-03 18:00:00	RT @GlennnA: 'k heb weer zin in een tinnychat vanavond	76982181	1						
22908397936	vanavond	2010-09-03 18:00:00	Ok ik gaaaaaa, lekker uit ofzo. als iemand vanavond mee wil natuurlijk hahaha	37409817	0	 natuurlijk	[u'ADJ(vrij,basis,zonder)']	0			
22962524899	vanavond	2010-09-04 09:00:00	Vanavond mijn partyy:) heb er zin in	88510569	1						
22962527100	vanavond	2010-09-04 09:00:00	Vandaag heerlijk dagje uitrusten, geen plannen. gewoon wat dingetjes voor school doen. Zin in vanavond!	148066728	1						
22962528458	vanavond	2010-09-04 09:00:00	RT @PimHendriksen: Vanavond wat persmateriaal geschoten voor Lucas Lindeboom en Koen Lebens: http://bit.ly/9gYZa1 #fotografie	16200538	1						
22962529804	vanavond	2010-09-04 09:00:00	Een goedemorgen! Pfff drukke dag... 2 verjaardagen en vanavond naar Anneke want die is dan eindelijk terug van vakantie!! :D	46744379	0	eindelijk vakantie	ADJ(vrij,basis,zonder) N(soort,ev,basis,zijd,stan)	0			
22962537566	vanavond	2010-09-04 09:00:00	Straks naar het dorp, boodschapjes doen enzo, huiswerk maken, wachten tot vanavond, dan zie ik me vriendje weer! =)	106707251	1						
22965043344	vanavond	2010-09-04 10:00:00	@frankameijer Goed dat je het zegt! Helemaal vergeten dat dat was.. Ik wacht nog wel even met naar de AH gaan tot vanavond :)	168586379	0	ik wacht	VNW(pers,pron,nomin,vol,1,ev) WW(pv,tgw,ev)	0			
22965043526	vanavond	2010-09-04 10:00:00	RT @YveBaya: @Stortion aight het 20min vanaf jou. Gaan we dan vanavond? Want ik weet niet wanneer ik weer tijd heb &gt; 44ight is cool	38650330	1						
22965048827	vanavond	2010-09-04 10:00:00	Volgens mij ben ik vanavond home alone =D	143081443	1						
22965054799	vanavond	2010-09-04 10:00:00	@Kim_xJ @xRobien wat trekken jullie vanavond aan ?	78912954	1						
22965057251	vanavond	2010-09-04 10:00:00	JEEEEEJ alles af!!!! EINDELIJK, wat een heerlijk gevoel. Nu lekker relaxen, vanavond werken en dan naar Jan toe (L)	141934467	0	werken naar	VZ(init) N(soort,ev,basis,zijd,stan)	0.25			
22967607445	vanavond	2010-09-04 11:00:00	"Ik weet iets... Maar daar heb je niets aan.\
RT @Patoucheima: Moet een accubox of boombox voor vanavond hebben wie weet iets?#durftevragen"	124112368	1						
22967614578	vanavond	2010-09-04 11:00:00	waaa het is hier echt TE rustig, nog geen 10 klanten gehad. :( kan niet wachten op de BBQ vanavond. #wordtepic	36739002	1						
22967614979	vanavond	2010-09-04 11:00:00	RT @WifeyyD: Wedstrijd van @xGENNNN kyken.. Vanavond naar Piranha 3D #Yuhh / seeheee	44397443	0	naar piranha	VZ(init) N(soort,ev,basis,zijd,stan)	0.5			
22967615492	vanavond	2010-09-04 11:00:00	@xirislovesyouu weet niet filmpje kijken vanavond denk ik nog wel ff chillen	134123018	0	filmpje kijken	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	1			
22967626691	vanavond	2010-09-04 11:00:00	M'n ouders bellen me met de vraag of ik zin heb om vanavond uit eten te gaan in Reeuwijk. Daar zeg ik geen nee tegen #invooreenuitje #zinin	140556349	0	bellen vraag	WW(inf,vrij,zonder) N(soort,ev,basis,zijd,stan)	0			
22970451184	vanavond	2010-09-04 12:00:00	@drumgirll haha ja snap ik volgnes mij heb ik morgen niet normaal spierpijn ga vanavond ook uit dus haha diehard! Succes morgen! Xx	168109059	0	uit diehard	VZ(init) N(soort,ev,basis,zijd,stan)	0.25			
22970453221	vanavond	2010-09-04 12:00:00	@ingesmeele volgens mij had jij al zin in vanavond ongeacht welke muziek er gedraaid word haha	125731644	1						
22970458169	vanavond	2010-09-04 12:00:00	Gaat er vanavond nog iemand stappen in Hoogeveen? #durftevragen	97078727	1						
22970461919	vanavond	2010-09-04 12:00:00	Thuis, omkleden en dan naar #theatergroepdrang voor de kostuums en dan vanavond spelen op de museumnacht in het Haags Historisch Museum!!	122420835	0	naar theatergroepdrang	VZ(init) N(soort,ev,basis,zijd,stan)	0			
22970469934	vanavond	2010-09-04 12:00:00	RT @about_dee: RT @NadiaChantal: Vanavond ff kijkje nemen in heerenveen,, stiekem nog ff naar nino kijke en denke aa ... http://tmi.me/11B9x	104874853	0	kijkje nemen	N(soort,ev,dim,onz,stan) WW(inf,vrij,zonder)	1			
22974018352	vanavond	2010-09-04 13:00:00	bezoekt vanavond de eerste thuiswedstrijd Eredivisie handbal van de LIONS in Glanerbrook, 20.00 uur het eerste fluitsigna…http://www.thzl.nl	89526670	0	eredivisie handbal	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	1			
22974030580	vanavond	2010-09-04 13:00:00	Vrije dag, zon en dus maar de Audi gewassen. Vanavond de blauw straal van Highlander :)	60039773	1						
22974031150	vanavond	2010-09-04 13:00:00	@Jacomijnn dus jij blijft vanavond ook slapen?!	106499326	1						
22974034251	vanavond	2010-09-04 13:00:00	@saphiraap @Judel_juud Ik ken Glee ook niet... ;-) Ik ga vanavond maar gewoon weer vroeg naar bed, ipv nu heeuuul lui ij bed liggen!	102975348	0	naar bed	VZ(init) N(soort,ev,basis,onz,stan)	0.5			
22974041436	vanavond	2010-09-04 13:00:00	Zo man moe dak ben! Zo maar even de deur uit voor cadeautje, tja vanavond weer feest! ;)	22055357	0	tja feest	N(soort,ev,basis,zijd,stan) N(soort,ev,basis,onz,stan)	0.25			
22977893284	vanavond	2010-09-04 14:00:00	Vanavond naar scheveningen met Nickyy, Wesley en Richellee :D	66187409	0	scheveningen nickyy	N(soort,mv,basis) N(soort,ev,basis,zijd,stan)	0.5			
22977896085	vanavond	2010-09-04 14:00:00	gaat slapen voor een feestje vanavond.	55530849	1						
22977902883	vanavond	2010-09-04 14:00:00	@digivince maareh... doet de inlog het al :P enneh wat had jij gepland voor het eten vanavond?	178864581	1						
22977915690	vanavond	2010-09-04 14:00:00	Zo net wedstrijd moeten fluiten tussen #vitesse08 C1 - #DVG C1 3-0 nu #weekend vanavond als t goed is met Simone weer op msn =D	18678744	0	wedstrijd moeten	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
22977915782	vanavond	2010-09-04 14:00:00	Nu naar c1000 energie enzo halen voor vanavond. Word leuk met me bfffff! Oja en WTF kijkt me broertje:  http://plixi.com/p/43214688	43545383	1						
22982443433	vanavond	2010-09-04 15:00:00	Vanavond samen fietsen of ieders voor zich ?	172429573	1						
22982443817	vanavond	2010-09-04 15:00:00	RT @iDimaZ: @apttt haal me vanavond op bij station reigersbos dan? • En @Fibi3, @Myshoesjkrt	105539364	1						
22982444723	vanavond	2010-09-04 15:00:00	Weer klaar met werken, nu op naar huis en vanavond even een biertje drinken bij @wilco1986!	22911578	0	naar huis	VZ(init) N(soort,ev,basis,onz,stan)	0			
22982444803	vanavond	2010-09-04 15:00:00	@xxxwietske ik kom toch vanavond! wel pas om 10 uur ofzoo	173088694	1						
22982451996	vanavond	2010-09-04 15:00:00	Gaat het vanavond door of niet ..?? Afwachten dus	151573534	1						
22986659761	vanavond	2010-09-04 16:00:00	Vanavond blog ik vanaf Manuscripta - 'de feestelijke opening van het boekenseizoen', standplaats MC Studio: http://bit.ly/apU5gb	9472802	0	opening boekenseizoen	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
22986671497	vanavond	2010-09-04 16:00:00	Haar stylen en klaarmaken voor vanavond! #partyy	99987229	1						
22986672782	vanavond	2010-09-04 16:00:00	Morgenochtend 10u spelen in loenen dus niet al te laat vanavond	131549686	1						
22986678302	vanavond	2010-09-04 16:00:00	ik denk vanavond even jeugdhonk? ofzo  kheb geen nocht aan pingjummer meke	47993400	1						
22986684689	vanavond	2010-09-04 16:00:00	Ik hoop dat ik vanavond weg mag, ookal viert me mamsie dr verjaardag.	96567499	1						
22990130033	vanavond	2010-09-04 17:00:00	Geen zin om te stappen vanavond... What to do what to do	51075596	1						
22990158652	vanavond	2010-09-04 17:00:00	Tikibad was gruwelliiiijkkk. Vanavond naar een vierkante sponge	183984145	0	vierkante sponge	ADJ(prenom,basis,met-e,stan) N(soort,ev,basis,zijd,stan)	0.5			
22990161322	vanavond	2010-09-04 17:00:00	@suzannetjex5 En ben je nu op dorp vanavond? ;)	48037165	1						
22990166438	vanavond	2010-09-04 17:00:00	Fucking moeehoeeee. Moet ik ook nog uit vanavond. Ik ga zo hard in slaap vallen ergens	25585638	0	moet uit	WW(pv,tgw,ev) VZ(fin)	1			
22990168890	vanavond	2010-09-04 17:00:00	Zijn er tweeps die bij Caulil eten vanavond?	17461603	1						
22994259757	vanavond	2010-09-04 18:00:00	vanavond uit! nu maar even een disco dutje doen	57301089	0	 uit	[u'VZ(init)']	1			
22994260905	vanavond	2010-09-04 18:00:00	@deskyet @kevinvanbaayen Vanavond is er ook vuurwerk bij de Lek. Denk rond 22.00 uur ofzo. Kunnen we ook heen	79453061	1						
22994268385	vanavond	2010-09-04 18:00:00	Okeoke,. Cerissa&Anouk gaan zeker uit, maar die gaan wss de hele avond met iemand zitten bekken,. Dus wie gaat er mee uit vanavond [à]	160259737	1						
22994273574	vanavond	2010-09-04 18:00:00	Vanavond tog nog naar holly met de boys en meids of word het tog stadhuisplein?	153909252	1						
22994284690	vanavond	2010-09-04 18:00:00	Even fijn genieten bij VathorstNOW in Amersfoort zit er vanavond niet in. Griepje :( Zonde van de VIP-kaarten die @vincevat mij gaf.	19530531	1						
23045295945	vanavond	2010-09-05 09:00:00	Twitter gaat uit man -- battetij sparen tot vanavond main holla!	75326475	1						
23045328054	vanavond	2010-09-05 09:00:00	@enmelyx hahahahha, ik moet de vaatwasser uitruimen, maar doe ik pas vanavond	165041961	0	doe 	[u'WW(pv,tgw,ev)']	0			
23045336065	vanavond	2010-09-05 09:00:00	vanavond komt de nieuwe JS maar k heb ze allang gezien op internet.;o	160536786	1						
23045354113	vanavond	2010-09-05 09:01:00	Gisteravond mijn kijkachterstand True Blood weggewerkt, verheugde me op de season finale vanavond... maar die is pas volgende week. Argh!	160159404	1						
23045361034	vanavond	2010-09-05 09:01:00	Lekker in de zon. Hoef vanavond pas weer aan het werk. Heerlijk!'	178670632	0	hoef werk	WW(pv,tgw,ev) N(soort,ev,basis,onz,stan)	0			
23047822758	vanavond	2010-09-05 10:00:00	Vanavond vertrek naar Genève met EasyJet vlucht 1358	21746572	0	naar gena	VZ(init) N(soort,ev,basis,zijd,stan)	1			
23047887153	vanavond	2010-09-05 10:01:00	Vanavond naar de film met carla, deidre en anita ;D	184060579	0	naar film	VZ(init) N(soort,ev,basis,zijd,stan)	1			
23047896930	vanavond	2010-09-05 10:01:00	Iemand nog tips waar ik vanmiddag of vanavond het beste in #Rotterdam naar #kerk kan gaan, of iemand die mee wil? #durftevragen #010	19777865	1						
23047916415	vanavond	2010-09-05 10:02:00	@VogelJan Wat staat er op het menu van @Soulfood_Radio vanavond?	56690162	1						
23047920266	vanavond	2010-09-05 10:02:00	@admirael c.s. als u 't goedkeuhrt aardbeien als dessert vanavond. Ick sal de kroontjes verwijderen ;)	39927283	1						
23050370635	vanavond	2010-09-05 11:00:00	@cwesterveld Jij wel hoor, waarom krijg ik dat nou nooit. Ik ben er niet vanavond hoor, je mag met boyke, heb lekker vrij om te leren	58882276	1						
23050375687	vanavond	2010-09-05 11:00:00	Straks naar schatje toe ' film kijken met baby vanavond chille at city hooogkerk 050 aha pfoe :s	119769336	0	film kijken	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	1			
23050379069	vanavond	2010-09-05 11:00:00	Thuis alles aan kant, soepje staat al zo goed als klaar (alleen nog pureren), nu middagje aalten en vanavond een 'lekkere hapjes avond'!!!	50404112	1						
23050388818	vanavond	2010-09-05 11:00:00	Iemand nog leuke filmtips die ik en @jeniene12 vanavond kunnen kijken? :D	77839312	1						
23050398539	vanavond	2010-09-05 11:00:00	Wie gaan er vanavond mee arcaplex om half 8 : #vampiressuck?	168693726	1						
23053193385	vanavond	2010-09-05 12:00:00	@RikSeegers Helaas vandaag huis vol dino's. feest van Oma. vanavond is bram ook in het land. misschein filmpje of een ao3'tje	43885169	1						
23053231229	vanavond	2010-09-05 12:00:00	OEHHH! Vanavond toch naar @Waylonline LOVE YOU MOM.	46076361	0	naar waylonline	VZ(init) SPEC(vreemd)	1			
23053260523	vanavond	2010-09-05 12:01:00	Ik denk dat ik vanavond maar ff richting Utrecht ga als ik me verveel.	161098978	0	richting utrecht	N(soort,ev,basis,zijd,stan) WW(vd,vrij,zonder)	1			
23053282232	vanavond	2010-09-05 12:01:00	Boer zoekt vrouw aan het kijken (van 2004 xD), vanavond nieuw seizoen =d Maar daarvoor nog stijldansen (:	26464791	1						
23053287957	vanavond	2010-09-05 12:01:00	Ik zweer @BlackCherry94 & @Sheiibby gaan vanavond omin dansen ik ga sowieso aan de kant staan huppelen gewoon O_o	97305689	0	kant staan	N(soort,ev,basis,zijd,stan) WW(inf,vrij,zonder)	0			
23056477681	vanavond	2010-09-05 13:00:00	@MeneerMarvin wat een geweldig goed idee! Een gezichtsmasker ;D ga ik vanavond doen hihi	117523075	0	d  hihi	['BW(vanavond)']	0			
